"","Bediensteten","Bonifazius Türme","Cinestar","City Port","Kronberger Hof","Leitrechner","Loehrstrasse","Rathaus","Rheinufergarage","Roemisches Theater","Schillerplatz","Taubertsberg","TG Augustusplatz","Uniklinikum","Wallstrasse","Gesamtergebnis"
"00:45","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"01:00","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"01:15","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"01:30","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"01:45","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"02:00","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"02:15","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"02:30","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"02:45","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"03:00","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"03:15","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"03:30","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"03:45","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"04:00","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"04:15","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"04:30","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"04:45","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"05:00","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"05:15","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"05:30","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"05:45","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"06:00","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"06:15","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"06:30","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"06:45","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"07:00","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"07:15","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"07:30","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"07:45","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"08:00","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"08:15","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"08:30","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"08:45","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"09:00","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"09:15","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"09:30","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"09:45","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"10:00","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"10:15","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"10:30","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"10:45","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"11:00","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"11:15","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"11:30","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"11:45","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"12:00","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"12:15","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"12:30","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"12:45","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"13:00","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"13:15","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"13:30","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"13:45","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"14:00","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"14:15","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"14:30","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"14:45","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"15:00","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"15:15","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"15:30","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"15:45","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"16:00","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"16:15","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"16:30","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"16:45","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"17:00","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"17:15","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"17:30","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"17:45","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"18:00","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"18:15","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"18:30","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"18:45","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"19:00","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"19:15","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"19:30","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"19:45","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"20:00","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"20:15","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"20:30","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"20:45","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"21:00","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"21:15","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"21:30","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"21:45","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"22:00","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"22:15","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"22:30","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"22:45","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"23:00","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"23:15","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"23:30","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"23:45","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"KW 18","","","440","644","477","1.957","145","515","497","433","420","767","577","3.705","303","10.871"
"02.05.2016","","","440","952","477","1.957","145","515","497","433","420","767","577","3.705","303","11.188"
"00:00","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"00:15","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"00:30","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"00:45","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"01:00","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"01:15","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"01:30","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"01:45","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"02:00","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"02:15","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"02:30","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"02:45","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"03:00","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"03:15","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"03:30","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"03:45","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"04:00","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"04:15","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"04:30","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"04:45","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"05:00","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"05:15","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"05:30","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"05:45","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"06:00","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"06:15","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"06:30","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"06:45","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"07:00","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"07:15","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"07:30","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"07:45","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"08:00","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"08:15","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"08:30","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"08:45","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"09:00","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"09:15","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"09:30","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"09:45","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"10:00","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"10:15","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"10:30","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"10:45","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"11:00","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"11:15","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"11:30","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"11:45","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"12:00","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"12:15","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"12:30","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"12:45","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"13:00","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"13:15","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"13:30","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"13:45","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"14:00","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"14:15","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"14:30","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"14:45","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"15:00","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"15:15","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"15:30","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"15:45","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"16:00","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"16:15","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"16:30","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"16:45","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"17:00","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"17:15","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"17:30","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"17:45","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"18:00","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"18:15","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"18:30","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"18:45","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"19:00","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"19:15","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"19:30","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"19:45","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"20:00","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"20:15","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"20:30","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"20:45","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"21:00","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"21:15","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"21:30","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"21:45","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"22:00","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"22:15","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"22:30","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"22:45","","","440","968","477","1.957","145","515","497","433","420","767","577","3.705","303","11.204"
"23:00","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"23:15","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"23:30","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"23:45","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"03.05.2016","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.797"
"00:00","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"00:15","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"00:30","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"00:45","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"01:00","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"01:15","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"01:30","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"01:45","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"02:00","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"02:15","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"02:30","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"02:45","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"03:00","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"03:15","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"03:30","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"03:45","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"04:00","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"04:15","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"04:30","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"04:45","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"05:00","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"05:15","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"05:30","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"05:45","","","440","557","477","1.957","145","515","497","433","420","767","577","3.705","303","10.793"
"06:00","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"06:15","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"06:30","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"06:45","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"07:00","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"07:15","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"07:30","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"07:45","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"08:00","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"08:15","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"08:30","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"08:45","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"09:00","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"09:15","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"09:30","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"09:45","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"10:00","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"10:15","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"10:30","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"10:45","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"11:00","","","","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.389"
"11:15","","","","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.389"
"11:30","","","","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.389"
"11:45","","","","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.389"
"12:00","","","","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.389"
"12:15","","","","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.389"
"12:30","","","","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.389"
"12:45","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"13:00","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"13:15","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"13:30","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"13:45","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"14:00","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"14:15","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"14:30","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"14:45","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"15:00","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"15:15","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"15:30","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"15:45","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"16:00","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"16:15","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"16:30","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"16:45","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"17:00","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"17:15","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"17:30","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"17:45","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"18:00","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"18:15","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"18:30","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"18:45","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"19:00","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"19:15","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"19:30","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"19:45","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"20:00","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"20:15","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"20:30","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"20:45","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"21:00","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"21:15","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"21:30","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"21:45","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"22:00","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"22:15","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"22:30","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"22:45","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"23:00","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"23:15","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"23:30","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"23:45","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"04.05.2016","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.793"
"00:00","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"00:15","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"00:30","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"00:45","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"01:00","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"01:15","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"01:30","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"01:45","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"02:00","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"02:15","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"02:30","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"02:45","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"03:00","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"03:15","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"03:30","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"03:45","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"04:00","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"04:15","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"04:30","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"04:45","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"05:00","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"05:15","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"05:30","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"05:45","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"06:00","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"06:15","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"06:30","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"06:45","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"07:00","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"07:15","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"07:30","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"07:45","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"08:00","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"08:15","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"08:30","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"08:45","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"09:00","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"09:15","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"09:30","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"09:45","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
"10:00","","","440","593","477","1.957","145","515","497","433","420","767","577","3.705","303","10.829"
