"","Bediensteten","Bonifazius Türme","Cinestar","City Port","Kronberger Hof","Leitrechner","Loehrstrasse","Rathaus","Rheinufergarage","Roemisches Theater","Schillerplatz","Taubertsberg","TG Augustusplatz","Uniklinikum","Wallstrasse","Gesamtergebnis"
"08:45","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"09:00","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"09:15","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"09:30","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"09:45","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"10:00","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"10:15","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"10:30","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"10:45","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"11:00","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"11:15","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"11:30","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"11:45","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"12:00","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"12:15","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"12:30","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"12:45","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"13:00","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"13:15","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"13:30","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"13:45","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"14:00","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"14:15","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"14:30","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"14:45","","","440","556","477","1.894","145","515","497","433","420","767","577","2.605","303","9.629"
"15:00","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"15:15","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"15:30","","","440","556","477","1.894","145","515","497","433","420","767","577","4.805","303","11.829"
"15:45","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"16:00","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"16:15","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"16:30","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"16:45","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"17:00","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"17:15","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"17:30","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"17:45","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"18:00","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"18:15","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"18:30","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"18:45","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"19:00","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"19:15","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"19:30","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"19:45","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"20:00","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"20:15","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"20:30","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"20:45","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"21:00","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"21:15","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"21:30","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"21:45","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"22:00","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"22:15","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"22:30","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"22:45","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"23:00","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"23:15","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"23:30","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"23:45","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"02.09.2016","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"00:00","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"00:15","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"00:30","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"00:45","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"01:00","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"01:15","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"01:30","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"01:45","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"02:00","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"02:15","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"02:30","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"02:45","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"03:00","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"03:15","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"03:30","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"03:45","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"04:00","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"04:15","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"04:30","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"04:45","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"05:00","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"05:15","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"05:30","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"05:45","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"06:00","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"06:15","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"06:30","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"06:45","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"07:00","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"07:15","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"07:30","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"07:45","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"08:00","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"08:15","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"08:30","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"08:45","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"09:00","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"09:15","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"09:30","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"09:45","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"10:00","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"10:15","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"10:30","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"10:45","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"11:00","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"11:15","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"11:30","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"11:45","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"12:00","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"12:15","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"12:30","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"12:45","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"13:00","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"13:15","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"13:30","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"13:45","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"14:00","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"14:15","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"14:30","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"14:45","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"15:00","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"15:15","","","440","556","477","1.894","145","515","497","433","420","767","577","4.805","303","11.829"
"15:30","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"15:45","","","440","556","477","1.894","145","515","497","433","420","767","577","2.605","303","9.629"
"16:00","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"16:15","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"16:30","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"16:45","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"17:00","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"17:15","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"17:30","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"17:45","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"18:00","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"18:15","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"18:30","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"18:45","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"19:00","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"19:15","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"19:30","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"19:45","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"20:00","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"20:15","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"20:30","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"20:45","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"21:00","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"21:15","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"21:30","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"21:45","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"22:00","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"22:15","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"22:30","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"22:45","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"23:00","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"23:15","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"23:30","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"23:45","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"03.09.2016","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"00:00","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"00:15","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"00:30","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"00:45","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"01:00","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"01:15","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"01:30","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"01:45","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"02:00","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"02:15","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"02:30","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"02:45","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"03:00","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"03:15","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"03:30","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"03:45","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"04:00","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"04:15","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"04:30","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"04:45","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"05:00","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"05:15","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"05:30","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"05:45","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"06:00","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"06:15","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"06:30","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"06:45","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"07:00","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"07:15","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"07:30","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"07:45","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"08:00","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"08:15","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"08:30","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"08:45","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"09:00","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"09:15","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"09:30","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"09:45","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"10:00","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"10:15","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"10:30","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"10:45","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"11:00","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"11:15","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"11:30","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"11:45","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"12:00","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"12:15","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"12:30","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"12:45","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"13:00","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"13:15","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"13:30","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"13:45","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"14:00","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"14:15","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"14:30","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"14:45","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"15:00","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"15:15","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"15:30","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"15:45","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"16:00","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"16:15","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"16:30","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"16:45","","","440","556","477","1.894","145","515","497","433","420","767","577","4.805","303","11.829"
"17:00","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"17:15","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"17:30","","","440","556","477","1.894","145","515","497","433","420","767","577","2.605","303","9.629"
"17:45","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"18:00","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"18:15","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"18:30","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"18:45","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"19:00","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"19:15","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"19:30","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"19:45","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"20:00","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"20:15","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"20:30","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"20:45","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"21:00","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"21:15","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"21:30","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"21:45","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"22:00","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"22:15","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"22:30","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"22:45","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"23:00","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"23:15","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"23:30","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"23:45","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"04.09.2016","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"00:00","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"00:15","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"00:30","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"00:45","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"01:00","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"01:15","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"01:30","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"01:45","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"02:00","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"02:15","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"02:30","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"02:45","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"03:00","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"03:15","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"03:30","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"03:45","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"04:00","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"04:15","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"04:30","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"04:45","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"05:00","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"05:15","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"05:30","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"05:45","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"06:00","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"06:15","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"06:30","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"06:45","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"07:00","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"07:15","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"07:30","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"07:45","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"08:00","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"08:15","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"08:30","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"08:45","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"09:00","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"09:15","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"09:30","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"09:45","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"10:00","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"10:15","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"10:30","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"10:45","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"11:00","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"11:15","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"11:30","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"11:45","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"12:00","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"12:15","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"12:30","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"12:45","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"13:00","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"13:15","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"13:30","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"13:45","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"14:00","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"14:15","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"14:30","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"14:45","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"15:00","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"15:15","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"15:30","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"15:45","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"16:00","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"16:15","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"16:30","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"16:45","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"17:00","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"17:15","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"17:30","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"17:45","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"18:00","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
"18:15","","","440","556","477","1.894","145","515","497","433","420","767","577","3.705","303","10.729"
