"","Bediensteten","Cinestar","City Port","Kronberger Hof","Leitrechner","Loehrstrasse","Rathaus","Rheinallee","Rheinufergarage","Roemisches Theater","Schillerplatz","Taubertsberg","TG Augustusplatz","Uniklinikum","Wallstrasse","Zollhafen","Gesamtergebnis"
"18:45","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"19:00","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"19:15","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"19:30","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"19:45","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"20:00","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"20:15","474","453","999","476","1.899","141","449","","477","519","420","767","577","3.708","290","174","11.823"
"20:30","474","453","999","476","1.899","141","449","","477","490","420","767","577","3.708","290","174","11.794"
"20:45","474","453","999","476","1.899","141","449","","477","490","420","767","577","3.708","290","174","11.794"
"21:00","474","453","999","476","1.899","141","449","","477","490","420","767","577","3.708","290","174","11.794"
"21:15","474","453","999","476","1.899","141","449","","477","490","420","767","577","3.708","290","174","11.794"
"21:30","474","453","999","476","1.899","141","449","","477","490","420","767","577","3.708","290","174","11.794"
"21:45","474","453","999","476","1.899","141","449","","477","490","420","767","577","3.708","290","174","11.794"
"22:00","474","453","999","476","1.899","141","449","","477","490","420","767","577","3.708","290","174","11.794"
"22:15","474","453","999","476","1.899","141","449","","477","490","420","767","577","3.708","290","174","11.794"
"22:30","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"22:45","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"23:00","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"23:15","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"23:30","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"23:45","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"28.01.2018","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"00:00","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"00:15","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"00:30","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"00:45","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"01:00","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"01:15","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"01:30","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"01:45","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"02:00","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"02:15","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"02:30","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"02:45","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"03:00","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"03:15","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"03:30","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"03:45","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"04:00","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"04:15","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"04:30","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"04:45","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"05:00","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"05:15","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"05:30","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"05:45","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"06:00","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"06:15","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"06:30","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"06:45","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"07:00","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"07:15","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"07:30","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"07:45","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"08:00","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"08:15","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"08:30","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"08:45","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"09:00","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"09:15","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"09:30","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"09:45","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"10:00","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"10:15","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"10:30","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"10:45","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"11:00","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"11:15","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"11:30","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"11:45","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"12:00","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"12:15","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"12:30","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"12:45","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"13:00","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"13:15","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"13:30","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"13:45","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"14:00","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"14:15","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"14:30","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"14:45","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"15:00","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"15:15","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"15:30","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"15:45","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"16:00","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"16:15","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"16:30","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"16:45","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"17:00","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"17:15","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"17:30","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"17:45","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"18:00","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"18:15","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"18:30","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"18:45","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"19:00","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"19:15","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"19:30","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"19:45","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"20:00","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"20:15","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"20:30","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"20:45","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"21:00","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"21:15","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"21:30","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"21:45","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"22:00","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"22:15","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"22:30","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"22:45","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"23:00","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"23:15","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"23:30","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"23:45","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"KW 5","474","453","999","476","1.899","141","449","","495","434","420","767","577","3.708","290","174","11.756"
"29.01.2018","474","453","999","476","1.899","141","449","","485","434","420","767","577","3.708","290","174","11.746"
"00:00","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"00:15","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"00:30","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"00:45","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"01:00","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"01:15","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"01:30","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"01:45","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"02:00","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"02:15","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"02:30","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"02:45","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"03:00","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"03:15","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"03:30","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"03:45","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"04:00","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"04:15","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"04:30","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"04:45","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"05:00","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"05:15","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"05:30","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"05:45","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"06:00","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"06:15","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"06:30","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"06:45","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"07:00","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"07:15","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"07:30","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"07:45","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"08:00","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"08:15","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"08:30","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"08:45","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"09:00","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"09:15","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"09:30","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"09:45","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"10:00","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"10:15","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"10:30","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"10:45","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"11:00","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"11:15","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"11:30","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"11:45","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"12:00","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"12:15","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"12:30","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"12:45","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"13:00","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"13:15","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"13:30","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"13:45","474","453","999","476","1.899","141","449","","477","434","420","767","577","3.708","290","174","11.738"
"14:00","474","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.758"
"14:15","474","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.758"
"14:30","474","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.758"
"14:45","474","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.758"
"15:00","474","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.758"
"15:15","474","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.758"
"15:30","474","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.758"
"15:45","474","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.758"
"16:00","474","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.758"
"16:15","474","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.758"
"16:30","474","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.758"
"16:45","474","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.758"
"17:00","474","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.758"
"17:15","474","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.758"
"17:30","474","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.758"
"17:45","474","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.758"
"18:00","474","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.758"
"18:15","474","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.758"
"18:30","474","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.758"
"18:45","474","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.758"
"19:00","474","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.758"
"19:15","474","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.758"
"19:30","474","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.758"
"19:45","474","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.758"
"20:00","474","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.758"
"20:15","474","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.758"
"20:30","474","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.758"
"20:45","474","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.758"
"21:00","474","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.758"
"21:15","474","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.758"
"21:30","474","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.758"
"21:45","474","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.758"
"22:00","474","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.758"
"22:15","474","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.758"
"22:30","474","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.758"
"22:45","474","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.758"
"23:00","474","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.758"
"23:15","474","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.758"
"23:30","474","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.758"
"23:45","474","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.758"
"30.01.2018","472","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.756"
"00:00","474","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.758"
"00:15","474","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.758"
"00:30","474","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.758"
"00:45","474","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.758"
"01:00","474","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.758"
"01:15","474","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.758"
"01:30","474","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.758"
"01:45","474","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.758"
"02:00","474","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.758"
"02:15","474","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.758"
"02:30","467","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.751"
"02:45","467","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.751"
"03:00","467","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.751"
"03:15","467","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.751"
"03:30","467","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.751"
"03:45","467","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.751"
"04:00","467","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.751"
"04:15","467","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.751"
"04:30","467","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.751"
"04:45","467","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.751"
"05:00","467","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.751"
"05:15","467","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.751"
"05:30","467","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.751"
"05:45","467","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.751"
"06:00","467","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.751"
"06:15","467","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.751"
"06:30","467","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.751"
"06:45","467","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.751"
"07:00","467","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.751"
"07:15","467","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.751"
"07:30","467","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.751"
"07:45","467","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.751"
"08:00","467","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.751"
"08:15","467","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.751"
"08:30","467","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.751"
"08:45","467","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.751"
"09:00","467","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.751"
"09:15","467","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.751"
"09:30","467","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.751"
"09:45","467","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.751"
"10:00","467","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.751"
"10:15","476","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.760"
"10:30","476","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.760"
"10:45","476","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.760"
"11:00","476","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.760"
"11:15","476","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.760"
"11:30","476","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.760"
"11:45","476","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.760"
"12:00","476","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.760"
"12:15","476","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.760"
"12:30","476","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.760"
"12:45","476","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.760"
"13:00","476","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.760"
"13:15","476","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.760"
"13:30","476","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.760"
"13:45","474","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.758"
"14:00","474","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.758"
"14:15","474","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.758"
"14:30","474","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.758"
"14:45","474","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.758"
"15:00","474","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.758"
"15:15","474","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.758"
"15:30","474","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.758"
"15:45","474","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.758"
"16:00","474","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.758"
"16:15","474","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.758"
"16:30","474","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.758"
"16:45","474","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.758"
"17:00","474","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.758"
"17:15","474","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.758"
"17:30","474","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.758"
"17:45","474","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.758"
"18:00","474","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.758"
"18:15","474","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.758"
"18:30","474","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.758"
"18:45","474","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.758"
"19:00","474","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.758"
"19:15","474","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.758"
"19:30","474","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.758"
"19:45","474","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.758"
"20:00","474","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.758"
"20:15","474","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.758"
"20:30","474","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.758"
"20:45","474","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.758"
"21:00","474","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.758"
"21:15","474","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.758"
"21:30","474","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.758"
"21:45","474","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.758"
"22:00","474","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.758"
"22:15","474","453","999","476","1.899","141","449","","497","434","420","767","577","3.708","290","174","11.758"
